Date,Country,avg_ELD,avg_Q,avg_Qb
1/1/10,Ecuador,3.908651753,57.50740732,51.33703674
1/1/10,Egypt,0.008409569,29.1304728,45.34580878
1/1/10,El Salvador,0.86792517,53.91093392,54.80021799
1/1/10,Equatorial Guinea,5.994029773,67.77199073,54.27872959
1/1/10,Eritrea,0.356878429,49.20467451,53.52657411
1/1/10,Estonia,0,-9.627370791,15.70203469
1/1/10,Ethiopia,0.070073712,41.99146693,52.71791112
1/1/10,Falkland Islands,0,24.99416697,39.60606601
1/1/10,Fiji,8.717070836,70.7172071,55.50055078
1/1/10,Finland,0,-11.51136416,14.07164032
1/1/10,France,0.572635042,15.77345446,32.4341533
1/1/10,French Southern and Antarctic Lands,0,16.6636883,34.30150239
1/1/10,Gabon,6.451148477,69.07249567,54.89834782
1/1/10,Gambia,0.111556379,44.55537555,55.19470596
1/1/10,Georgia,0,8.090976643,29.05203582
1/1/10,Germany,0,3.149067829,25.38059078
1/1/10,Ghana,5.561534581,59.69446579,57.91356867
1/1/10,Greece,0,19.50376188,35.95321754
1/1/10,Greenland,0,-23.71220247,3.53289909
1/1/10,Guatemala,1.251626992,50.58089101,50.26969352
1/1/10,Guinea,0.741759819,48.7214723,55.66294419
1/1/10,Guinea-Bissau,0.673960404,51.28986496,55.7670369
1/1/10,Guyana,3.278237183,63.73553529,54.15018919
1/1/10,Haiti,1.77188618,60.7055384,53.27180146
1/1/10,Honduras,0.945991876,53.35973176,51.04591444
1/1/10,Hungary,0,5.703324214,27.22399991
1/1/10,Iceland,0,6.273933441,27.65003366
1/1/10,India,0.293389357,36.39576387,45.59078099
1/1/10,Indonesia,8.038795076,69.84083455,54.85963019
1/1/10,Iran,6.31E-05,17.9911227,37.77368132
1/1/10,Iraq,0,26.58412971,42.31939915
1/1/10,Ireland,0,12.66811416,31.2472184
1/1/10,Israel,0,30.34176428,43.5080802
1/1/10,Italy,0,13.74238738,32.46065176
1/1/10,Ivory Coast,4.263249098,60.52560155,56.85550112
1/1/10,Jamaica,2.342121804,62.4432073,53.72060394
1/1/10,Japan,0,8.485051715,30.06057124
1/1/10,Jordan,0,23.728284,41.24175147
1/1/10,Kazakhstan,0,-10.16323693,15.2074607
1/1/10,Kenya,2.151205148,55.99476007,55.83077491
1/1/10,Kosovo,0,8.485812028,29.26169477
1/1/10,Kuwait,0,31.35432136,44.66045811
1/1/10,Kyrgyzstan,0,-6.841616181,18.38544942
1/1/10,Laos,0.640654355,49.44294157,49.65902613
1/1/10,Latvia,0,-8.726828187,16.54172651
1/1/10,Lebanon,0,22.85550779,38.51766968
1/1/10,Lesotho,0.001024117,38.3657789,46.0666637
1/1/10,Liberia,6.831015248,69.62063768,55.75560935
1/1/10,Libya,0,24.74884007,43.92377011
1/1/10,Lithuania,0,-7.176472216,17.81967049
1/1/10,Luxembourg,0,5.626505613,27.02321005
1/1/10,Madagascar,4.971600682,64.91926205,54.4546898
1/1/10,Malawi,2.926358988,61.04204766,53.45437774
1/1/10,Malaysia,6.497848717,68.97874221,54.75918177
1/1/10,Mali,0.000708534,31.59867047,52.04002704
1/1/10,Mauritania,8.76E-06,31.2750566,50.25701483
1/1/10,Mexico,0.252795825,31.66455595,43.66149754
1/1/10,Moldova,0,1.281958983,23.63469457
1/1/10,Mongolia,0,-20.38083737,6.9117619
1/1/10,Montenegro,0,8.974783252,29.62294563
1/1/10,Morocco,3.54E-05,27.34731309,42.68005797
1/1/10,Mozambique,6.311598941,67.24627178,56.45931444
1/1/10,Myanmar,0.90864953,44.71083532,49.41126785
1/1/10,Namibia,0.666772355,52.04007815,53.52936514
1/1/10,Nepal,5.43E-05,14.84215061,32.61583305
1/1/10,Netherlands,0,7.821264307,28.48630498
1/1/10,New Caledonia,3.134165488,64.33108694,54.14346556
1/1/10,New Zealand,0.000236653,35.83477193,43.99513438
1/1/10,Nicaragua,2.815878208,61.30307858,54.09264455
1/1/10,Niger,0,27.94159421,49.88033442
1/1/10,Nigeria,2.396385,46.77776488,56.35875757
1/1/10,North Korea,0,-7.39938835,18.11116982
1/1/10,North Macedonia,0,10.07934282,30.29099365
1/1/10,Northern Cyprus,0,33.02189445,43.29620895
1/1/10,Norway,0,-7.027991616,17.81004437
1/1/10,Oman,0.001094218,38.37015272,49.69039806
1/1/10,Pakistan,5.51E-05,22.06519651,38.73084888
1/1/10,Palestine,0,31.26183107,43.43959893
1/1/10,Panama,6.137654878,66.71515409,55.07857093
1/1/10,Papua New Guinea,6.841564572,66.2307394,53.62420335
1/1/10,Paraguay,9.77920041,70.39349095,57.57229691
1/1/10,Peru,4.382132028,53.38405284,49.56261076
1/1/10,Philippines,5.329745643,66.39909243,54.24078853
1/1/10,Poland,0,-2.325480978,21.4138191
1/1/10,Portugal,0,24.12650091,38.13109041
1/1/10,Puerto Rico,1.950057721,63.42069982,53.97821681
1/1/10,Qatar,0,39.81414235,47.85931498
1/1/10,Republic of Serbia,0,7.78754031,28.55583293
1/1/10,Republic of the Congo,6.24057696,68.86684634,55.17037761
1/1/10,Romania,0,3.677577638,25.46252877
1/1/10,Russia,0,-25.24209338,1.908451168
1/1/10,Rwanda,0.064407459,47.21131651,49.20113201
1/1/10,Saudi Arabia,0.059779219,30.10165825,46.10256745
1/1/10,Senegal,0.045105549,41.50759046,55.73570662
1/1/10,Sierra Leone,4.281113569,64.45194529,56.67303455
1/1/10,Slovakia,0,2.852120574,25.41742346
1/1/10,Slovenia,0,4.934537364,26.72606961
1/1/10,Solomon Islands,15.140457,75.08358857,56.34152857
1/1/10,Somalia,2.124203961,57.15600879,56.54013523
1/1/10,Somaliland,0.06450963,42.97826692,50.6643832
1/1/10,South Africa,0.408952818,49.39167195,52.45098365
1/1/10,South Korea,0,2.815812118,26.31864918
1/1/10,South Sudan,0.180318729,48.20029414,59.50603684
1/1/10,Spain,0,17.56367924,34.86423418
1/1/10,Sri Lanka,5.090671246,65.85704595,54.61850053
1/1/10,Sudan,0.017825731,35.51184626,52.12480762
1/1/10,Suriname,4.559605323,67.13115202,55.04974533
1/1/10,Sweden,0,-7.265531732,17.49405069
1/1/10,Switzerland,0,-1.193664867,22.50055314
1/1/10,Syria,0,23.45625853,39.1543028
1/1/10,Taiwan,0.003657398,36.69851116,44.16475872
1/1/10,Tajikistan,0,-5.962492977,18.62892352
1/1/10,Thailand,4.12539685,61.85873812,54.34601977
1/1/10,The Bahamas,0.094559714,47.78252693,50.09533492
1/1/10,Togo,4.294591978,56.79927002,57.69235837
1/1/10,Trinidad and Tobago,5.713293958,66.80551987,55.74315224
1/1/10,Tunisia,0,25.38938886,41.59205363
1/1/10,Turkey,0,12.68784201,31.8641808
1/1/10,Turkmenistan,0,13.51965473,33.42543823
1/1/10,Uganda,0.727239631,54.1713111,53.74755279
1/1/10,Ukraine,0,-2.428951431,21.05081787
1/1/10,United Arab Emirates,7.69E-06,39.64111663,48.15558568
1/1/10,United Kingdom,0,11.06879542,30.50974038
1/1/10,United Republic of Tanzania,2.120358662,58.5460772,52.9133583
1/1/10,United States of America,0.000947527,-0.255368052,22.70286673
1/1/10,Uruguay,3.143725947,58.97021364,53.67400375
1/1/10,Uzbekistan,0,6.023538921,28.04672274
1/1/10,Vanuatu,10.46356336,71.42214775,55.74961249
1/1/10,Venezuela,3.145932685,61.10795999,56.09321079
1/1/10,Vietnam,1.507440599,51.62704583,49.87902119
1/1/10,Western Sahara,2.84E-06,31.63576126,47.64243499
1/1/10,Yemen,0.138303695,35.12971209,48.49873387
1/1/10,Zambia,1.760557794,59.04170981,52.39409847
1/1/10,Zimbabwe,1.912884558,58.31032259,54.51701231
1/1/10,eSwatini,1.412718821,56.98546021,52.11469806
2/1/10,Afghanistan,0,9.789741171,30.81996904
2/1/10,Albania,0,15.97178854,33.72668133
2/1/10,Algeria,3.94E-06,30.23633261,48.18279024
2/1/10,Angola,1.843334671,57.29685451,52.64260005
2/1/10,Antarctica,0,-28.81343983,-1.345230635
2/1/10,Argentina,2.726937701,45.57170882,49.59142336
2/1/10,Armenia,0,5.856491286,27.74808615
2/1/10,Australia,3.444036985,58.68458343,57.62489708
2/1/10,Austria,0,3.711385504,26.21360373
2/1/10,Azerbaijan,0,12.50761249,31.77216174
2/1/10,Bangladesh,0.485309073,48.47255408,51.40326255
2/1/10,Belarus,0,1.630053952,24.25433823
2/1/10,Belgium,0,11.71924929,30.96901878
2/1/10,Belize,3.836693439,60.94568476,53.82105084
2/1/10,Benin,5.456514336,58.81552607,60.25076741
2/1/10,Bhutan,0,11.77420332,30.97996998
2/1/10,Bolivia,7.226304519,60.05549053,52.03627935
2/1/10,Bosnia and Herzegovina,0,9.920258543,30.11517546
2/1/10,Botswana,1.100357241,56.99949588,55.53921656
2/1/10,Brazil,8.134073,70.06675061,56.09108559
2/1/10,Brunei,13.66229217,75.20095226,56.602911
2/1/10,Bulgaria,0,11.51020069,31.03041248
2/1/10,Burkina Faso,0.612398513,47.21097698,60.23514158
2/1/10,Burundi,0.21293524,51.59066169,50.35789207
2/1/10,Cambodia,8.136591993,69.19797683,58.90761675
2/1/10,Cameroon,3.105534952,56.67834062,56.97517757
2/1/10,Canada,0,-14.42467024,11.50823381
2/1/10,Central African Republic,2.804692373,57.78321924,58.48442119
2/1/10,Chad,0.028298795,34.77736264,55.66375617
2/1/10,Chile,0.003014672,26.82321509,41.21714501
2/1/10,China,0.020079772,0.569051986,23.79067452
2/1/10,Colombia,8.507497472,67.96088433,55.46418068
2/1/10,Costa Rica,5.167332058,63.17052057,53.79281026
2/1/10,Croatia,0,12.38501454,31.76941398
2/1/10,Cuba,1.007843317,53.43362443,51.78422134
2/1/10,Cyprus,0,29.20336742,41.96400566
2/1/10,Czechia,0,5.442731352,27.21060574
2/1/10,Democratic Republic of the Congo,5.52376972,67.22636894,54.78486995
2/1/10,Denmark,0,5.150106277,26.69585001
2/1/10,Djibouti,0.784309796,55.25858803,53.92014987
2/1/10,Dominican Republic,2.679254139,61.07955123,53.40631843
2/1/10,East Timor,8.998387738,71.39473825,55.41820948
2/1/10,Ecuador,5.498041221,60.54868676,51.78072093
2/1/10,Egypt,0.018966756,30.94106466,48.08568758
2/1/10,El Salvador,2.226411055,58.71255454,56.50568548
2/1/10,Equatorial Guinea,7.741359911,69.82583176,54.8166533
2/1/10,Eritrea,0.608251191,48.83415403,54.70386858
2/1/10,Estonia,0,-2.979272407,20.92782404
2/1/10,Ethiopia,0.246705749,46.34507507,53.98078658
2/1/10,Falkland Islands,0,21.90853743,37.61711564
2/1/10,Fiji,9.458264956,71.2400564,55.64940658
2/1/10,Finland,0,-9.706667751,15.52624078
2/1/10,France,0.713137942,19.20663925,34.73676432
2/1/10,French Southern and Antarctic Lands,0,19.18556174,35.37416315
2/1/10,Gabon,8.608033051,71.52423388,55.66116668
2/1/10,Gambia,0.29795989,53.49707513,57.62300833
2/1/10,Georgia,0,9.046489028,29.86439758
2/1/10,Germany,0,7.806936712,28.67891141
2/1/10,Ghana,9.929834142,68.33079121,59.81798293
2/1/10,Greece,0,21.62118631,37.3256114
2/1/10,Greenland,0,-24.74745773,2.598110861
2/1/10,Guatemala,1.933525114,53.60643981,52.02039716
2/1/10,Guinea,2.056552244,57.32436229,57.9994439
2/1/10,Guinea-Bissau,1.58952704,59.27606224,57.79806915
2/1/10,Guyana,4.82223741,66.22225264,54.92467417
2/1/10,Haiti,2.267490417,62.19439688,54.00047981
2/1/10,Honduras,1.968764013,56.87126187,52.6890352
2/1/10,Hungary,0,9.822047014,30.03438001
2/1/10,Iceland,0,1.210137801,24.30950722
2/1/10,India,0.415741948,41.8005769,49.42597081
2/1/10,Indonesia,9.876547189,71.47512231,55.4386317
2/1/10,Iran,0.00404007,20.58373371,38.86003829
2/1/10,Iraq,0,27.55400328,43.46448698
2/1/10,Ireland,0,12.86760866,31.70414805
2/1/10,Israel,0.000180211,31.25453001,44.51396067
2/1/10,Italy,0,16.51355601,34.21879781
2/1/10,Ivory Coast,8.410537971,68.5762602,58.24030882
2/1/10,Jamaica,2.668273091,63.21516978,54.40348104
2/1/10,Japan,0,10.20808019,30.6511889
2/1/10,Jordan,1.36E-05,24.98701124,42.68436955
2/1/10,Kazakhstan,0,-11.31872598,14.36647726
2/1/10,Kenya,2.796313142,59.14428859,57.09724549
2/1/10,Kosovo,0,12.06945435,31.70057942
2/1/10,Kuwait,0,32.38542482,46.94905754
2/1/10,Kyrgyzstan,0,-6.473343431,18.41208944
2/1/10,Laos,1.482132877,51.12863017,51.54308149
2/1/10,Latvia,0,0.078205539,23.23782939
2/1/10,Lebanon,0,22.26741505,38.38872385
2/1/10,Lesotho,0.000280198,36.93995573,46.53547417
2/1/10,Liberia,9.273001542,72.55639602,56.42208274
2/1/10,Libya,1.50E-05,28.71013285,48.10976273
2/1/10,Lithuania,0,2.111775246,24.67436041
2/1/10,Luxembourg,0,9.914133549,29.764256
2/1/10,Madagascar,5.500748853,64.98818884,54.74427104
2/1/10,Malawi,2.793739798,62.03978643,53.03782353
2/1/10,Malaysia,8.707189551,70.56758468,55.81828852
2/1/10,Mali,0.076377651,40.79317173,57.15748102
2/1/10,Mauritania,0.003191955,40.16180939,54.39538083
2/1/10,Mexico,0.269786307,32.56159063,44.21233142
2/1/10,Moldova,0,7.09012547,28.00134974
2/1/10,Mongolia,0,-16.95569866,10.08883485
2/1/10,Montenegro,0,11.35653251,30.86532529
2/1/10,Morocco,0.003019578,34.02234758,44.88208931
2/1/10,Mozambique,6.906019198,68.82948501,55.88453532
2/1/10,Myanmar,0.840676524,44.93302346,50.94709477
2/1/10,Namibia,0.381746435,49.16635329,54.74254233
2/1/10,Nepal,0.002524042,17.70072545,34.55519823
2/1/10,Netherlands,0,10.80349752,30.42219785
2/1/10,New Caledonia,4.772296028,65.38652131,55.02216304
2/1/10,New Zealand,0.00370207,38.84858825,45.39867961
2/1/10,Nicaragua,5.0095372,64.52349721,55.47241537
2/1/10,Niger,0.000430263,33.32813669,54.74554331
2/1/10,Nigeria,4.198004624,52.35174082,59.43514762
2/1/10,North Korea,0,-1.640988611,22.60765409
2/1/10,North Macedonia,0,12.65547885,32.06126835
2/1/10,Northern Cyprus,0,32.26488152,43.17568588
2/1/10,Norway,0,-8.557352761,16.70931904
2/1/10,Oman,0.290600117,43.86613842,52.14707717
2/1/10,Pakistan,0.007233496,25.16079398,41.2709069
2/1/10,Palestine,0.000852097,32.33764691,44.14398744
2/1/10,Panama,8.692012844,69.63867789,55.78142393
2/1/10,Papua New Guinea,7.646339071,67.07521241,53.87016748
2/1/10,Paraguay,10.49487753,72.00281521,58.47112995
2/1/10,Peru,5.115139564,55.09855635,49.77818295
2/1/10,Philippines,6.6948404,67.34605462,55.13432188
2/1/10,Poland,0,5.506911095,27.1109946
2/1/10,Portugal,0,24.33567748,38.33191098
2/1/10,Puerto Rico,2.591177257,64.2106631,54.61135254
2/1/10,Qatar,0.022256515,41.84631068,50.23153203
2/1/10,Republic of Serbia,0,11.14015953,30.87602791
2/1/10,Republic of the Congo,8.229193041,71.28159739,55.98905732
2/1/10,Romania,0,8.600532021,29.02363874
2/1/10,Russia,0,-24.52344439,2.562660203
2/1/10,Rwanda,0.130272463,49.10103792,49.6394881
2/1/10,Saudi Arabia,0.118906521,33.03548304,49.26491205
2/1/10,Senegal,0.149119202,50.43845648,58.52425371
2/1/10,Sierra Leone,7.191364752,68.87327992,57.92623551
2/1/10,Slovakia,0,6.102382739,27.62052685
2/1/10,Slovenia,0,9.051918546,29.56710566
2/1/10,Solomon Islands,14.01138287,74.31289326,56.21911505
2/1/10,Somalia,3.114515379,61.10313522,57.41010481
2/1/10,Somaliland,0.283023141,48.65489851,52.6097686
2/1/10,South Africa,0.366026997,48.24745525,53.01765092
2/1/10,South Korea,0,9.739961759,30.86940453
2/1/10,South Sudan,1.342412122,54.50477975,60.80127364
2/1/10,Spain,0,18.47641574,35.68922308
2/1/10,Sri Lanka,6.385367104,67.08707283,55.61695181
2/1/10,Sudan,0.0377549,36.6789205,54.52995354
2/1/10,Suriname,6.16369872,69.31358257,55.48089745
2/1/10,Sweden,0,-7.628684907,17.17311504
2/1/10,Switzerland,0,2.075807531,24.96255884
2/1/10,Syria,0,23.81257623,40.15289974
2/1/10,Taiwan,0.118529114,40.45769744,45.72743173
2/1/10,Tajikistan,0,-5.554393576,18.57827571
2/1/10,Thailand,6.603735551,64.77600573,56.32842698
2/1/10,The Bahamas,0.052961601,46.33751463,49.60582683
2/1/10,Togo,8.581808333,65.9388707,59.58945041
2/1/10,Trinidad and Tobago,7.525949144,68.20683517,56.13586349
2/1/10,Tunisia,2.74E-06,27.25208899,44.07113783
2/1/10,Turkey,0,15.41577673,33.85045025
2/1/10,Turkmenistan,0,11.44266878,31.38170971
2/1/10,Uganda,1.15049432,56.92553134,54.02465855
2/1/10,Ukraine,0,4.26511798,26.13692579
2/1/10,United Arab Emirates,0.07397015,41.8056301,51.32394781
2/1/10,United Kingdom,0,12.15913115,31.29145279
2/1/10,United Republic of Tanzania,2.488392395,59.59172711,53.44617045
2/1/10,United States of America,0.000198286,1.922426207,24.66734573
2/1/10,Uruguay,4.09324016,61.1455159,53.25660374
2/1/10,Uzbekistan,0,3.892189792,25.96301471
2/1/10,Vanuatu,10.56321943,71.50270971,55.67698987
2/1/10,Venezuela,5.340374922,65.07744367,57.43916771
2/1/10,Vietnam,2.723229849,55.17765134,52.05450066
2/1/10,Western Sahara,0.000450311,39.96184034,50.87271408
2/1/10,Yemen,0.333166632,42.01062941,51.18220084
2/1/10,Zambia,1.596114475,59.78314511,52.3719781
2/1/10,Zimbabwe,1.721160692,58.94341705,53.84304631
2/1/10,eSwatini,1.871140791,57.85838092,52.90491726
3/1/10,Afghanistan,0.000182739,19.66747385,38.64327823
3/1/10,Albania,0,18.75814713,36.20891319
3/1/10,Algeria,2.05E-06,30.60717815,50.85229791
3/1/10,Angola,1.855288969,57.93458766,52.13361934
3/1/10,Antarctica,0,-37.89254061,-10.18523393
3/1/10,Argentina,1.398653668,43.54955252,48.68249211
3/1/10,Armenia,0,11.40559176,31.88282184
3/1/10,Australia,1.563616194,52.03203381,55.19014802
3/1/10,Austria,0,9.732499106,30.5659476
3/1/10,Azerbaijan,0,18.60770486,35.92699271
3/1/10,Bangladesh,6.127938254,64.76289743,57.1763718
3/1/10,Belarus,0,8.034275567,29.11594278
3/1/10,Belgium,0,17.31065902,35.05940031
3/1/10,Belize,3.195832368,60.21034464,54.32100638
3/1/10,Benin,7.131214968,62.42564829,61.21414788
3/1/10,Bhutan,9.30E-05,19.96849335,35.58284523
3/1/10,Bolivia,7.853765599,59.65513966,52.23731101
3/1/10,Bosnia and Herzegovina,0,14.95786645,33.90956774
3/1/10,Botswana,0.862747593,54.93938795,54.30942344
3/1/10,Brazil,8.288074598,70.13934219,55.78052288
3/1/10,Brunei,14.61723934,75.95923723,56.88694763
3/1/10,Bulgaria,0,16.35147605,34.85750439
3/1/10,Burkina Faso,0.962204979,48.40907231,62.35348851
3/1/10,Burundi,0.219625216,51.50560773,49.98143436
3/1/10,Cambodia,8.385697538,69.31212952,59.91159827
3/1/10,Cameroon,3.680314615,59.1124355,57.02992094
3/1/10,Canada,0,-8.823150077,16.28058472
3/1/10,Central African Republic,3.562845572,59.68216598,57.9016937
3/1/10,Chad,0.21177886,36.45079941,56.92056152
3/1/10,Chile,7.74E-05,26.97785686,41.29176584
3/1/10,China,0.021676363,7.235696518,29.46702641
3/1/10,Colombia,9.326024079,69.0715346,55.01705865
3/1/10,Costa Rica,5.593438309,63.34725633,54.04573435
3/1/10,Croatia,0,18.23975553,35.85745696
3/1/10,Cuba,1.627566041,54.05254066,52.24017355
3/1/10,Cyprus,0,32.65406418,44.37714119
3/1/10,Czechia,0,12.13662131,32.07485541
3/1/10,Democratic Republic of the Congo,5.047321462,66.61340452,54.4678463
3/1/10,Denmark,0,13.01813226,31.86254137
3/1/10,Djibouti,1.983335362,58.1939359,56.69889119
3/1/10,Dominican Republic,3.702368524,62.19114945,53.80759436
3/1/10,East Timor,7.817983326,69.59005336,55.31581758
3/1/10,Ecuador,5.33709381,60.17691737,51.77533842
3/1/10,Egypt,0.029280221,35.12781297,50.63193929
3/1/10,El Salvador,2.923661141,59.36563492,56.86426084
3/1/10,Equatorial Guinea,8.383601653,70.6050397,54.99440073
3/1/10,Eritrea,0.874328255,49.95276146,56.58393347
3/1/10,Estonia,0,5.479510526,26.94562785
3/1/10,Ethiopia,0.985000336,49.30841336,54.07917087
3/1/10,Falkland Islands,0,22.71192417,37.82325343
3/1/10,Fiji,9.314590729,71.16397931,55.44586402
3/1/10,Finland,0,-1.339375459,22.27533717
3/1/10,France,0.900939757,22.94322027,37.635687
3/1/10,French Southern and Antarctic Lands,0,16.00193254,33.97493378
3/1/10,Gabon,9.237790143,72.25415878,55.75317082
3/1/10,Gambia,0.633152841,56.15095721,59.46471927
3/1/10,Georgia,0,12.72502539,32.39931338
3/1/10,Germany,0,14.77838433,33.54624164
3/1/10,Ghana,12.1397975,72.11476753,60.19676017
3/1/10,Greece,0,23.80355037,39.15499152
3/1/10,Greenland,0,-26.96713331,0.539181215
3/1/10,Guatemala,1.893279319,53.86956725,53.03896654
3/1/10,Guinea,4.041788232,63.16850985,59.03400165
3/1/10,Guinea-Bissau,3.091921365,64.4590377,58.97026802
3/1/10,Guyana,6.46673164,68.21624535,55.67442294
3/1/10,Haiti,3.776888074,63.02783733,54.55488577
3/1/10,Honduras,1.780240295,55.76836784,53.1067354
3/1/10,Hungary,0,16.81175829,35.63970474
3/1/10,Iceland,0,6.645415009,27.99468731
3/1/10,India,1.569890927,50.52948257,55.17108129
3/1/10,Indonesia,9.729779764,71.54132061,55.32014998
3/1/10,Iran,0.015080774,26.77133877,45.07818606
3/1/10,Iraq,7.21E-05,33.64907912,48.39982932
3/1/10,Ireland,0,16.89810297,34.60342356
3/1/10,Israel,0.005569031,35.42793661,47.25452098
3/1/10,Italy,0,20.32127457,36.70587426
3/1/10,Ivory Coast,11.0761829,72.96695054,58.68952031
3/1/10,Jamaica,3.759042501,62.88096237,54.74626211
3/1/10,Japan,0,13.82877768,33.17754129
3/1/10,Jordan,5.17E-05,29.25393061,46.23759873
3/1/10,Kazakhstan,0,3.548141279,26.30320281
3/1/10,Kenya,5.630953818,62.7884921,55.74879462
3/1/10,Kosovo,0,16.07780289,35.03332065
3/1/10,Kuwait,0,36.12055837,52.4941597
3/1/10,Kyrgyzstan,0,2.166756287,25.50952505
3/1/10,Laos,1.751562567,53.93782475,52.98692669
3/1/10,Latvia,0,7.13829953,28.1466687
3/1/10,Lebanon,0.000442619,27.48792112,41.91884565
3/1/10,Lesotho,0,33.28131448,45.06709885
3/1/10,Liberia,10.19843577,73.71097553,56.09853491
3/1/10,Libya,0,30.8871866,50.06955485
3/1/10,Lithuania,0,8.75288932,29.25586255
3/1/10,Luxembourg,0,14.94294715,33.67032146
3/1/10,Madagascar,5.76626365,66.17300698,54.42755026
3/1/10,Malawi,2.296115399,60.55078514,52.66634178
3/1/10,Malaysia,9.044313253,71.27288836,56.08475412
3/1/10,Mali,0.174807483,39.75292793,59.02249237
3/1/10,Mauritania,0.000277357,38.9581829,57.19022395
3/1/10,Mexico,0.343215778,34.78457621,47.32495466
3/1/10,Moldova,0,13.29938138,33.21113826
3/1/10,Mongolia,0,-7.91201197,18.46603918
3/1/10,Montenegro,0,14.32281033,33.42978477
3/1/10,Morocco,5.30E-05,33.66810238,46.73292737
3/1/10,Mozambique,5.549764736,66.60188527,55.38836294
3/1/10,Myanmar,2.201696986,53.32004757,54.80426907
3/1/10,Namibia,0.451825649,49.87570552,54.07898964
3/1/10,Nepal,0.158690848,28.09466014,41.1410503
3/1/10,Netherlands,0,17.85213578,35.1234214
3/1/10,New Caledonia,2.983833355,63.66089688,54.35313635
3/1/10,New Zealand,0,32.84336127,42.98257016
3/1/10,Nicaragua,4.962556056,63.26969544,56.02000167
3/1/10,Niger,0.006073044,34.38402929,56.4119303
3/1/10,Nigeria,4.772562895,54.21287834,60.44663433
3/1/10,North Korea,0,3.702278217,26.94414394
3/1/10,North Macedonia,0,16.29013677,35.0781993
3/1/10,Northern Cyprus,0,35.69675751,45.42679672
3/1/10,Norway,0,-4.536150966,19.6646106
3/1/10,Oman,0.311339733,44.39829792,56.57244971
3/1/10,Pakistan,0.255566051,37.50931729,49.16042003
3/1/10,Palestine,0.020810459,36.90028339,46.99602424
3/1/10,Panama,9.957138188,70.51380277,56.02943925
3/1/10,Papua New Guinea,7.25313861,67.10948566,53.63491522
3/1/10,Paraguay,7.663107741,68.40951534,57.06388621
3/1/10,Peru,4.948831066,54.49823283,49.66151786
3/1/10,Philippines,9.015691666,69.42435637,55.92352232
3/1/10,Poland,0,12.90207956,32.33786716
3/1/10,Portugal,0,26.92551856,40.36540681
3/1/10,Puerto Rico,4.415062714,66.06596044,55.16752065
3/1/10,Qatar,0.025456806,46.64876607,53.63223928
3/1/10,Republic of Serbia,0,17.19271447,35.60901148
3/1/10,Republic of the Congo,8.31278131,71.50712442,55.98456521
3/1/10,Romania,0,14.03169886,33.49252621
3/1/10,Russia,0,-13.09398541,12.79502341
3/1/10,Rwanda,0.165793972,49.14740815,49.34868585
3/1/10,Saudi Arabia,0.13790587,36.12225196,53.14314337
3/1/10,Senegal,0.283533557,51.65702587,61.00777586
3/1/10,Sierra Leone,11.11698031,73.67431329,57.50529585
