Date,Country,qdd_avg,qdd_sum,avg_Q,
2/1/14,Moldova,0.23903519,15.05921698,7.82247697,
2/1/14,Mongolia,0,0,-15.77417149,
2/1/14,Montenegro,24.52607395,588.6257749,16.64257332,
2/1/14,Morocco,172.222279,153450.0505,26.72957128,
2/1/14,Mozambique,1248.227276,1378042.913,66.57954552,
2/1/14,Myanmar,668.5125274,627733.2632,45.70588306,
2/1/14,Namibia,792.8488247,910983.2996,50.31623905,
2/1/14,Nepal,169.7771687,37860.30861,16.87160471,
2/1/14,Netherlands,9.991692411,829.3104701,18.6212567,
2/1/14,New Caledonia,1191.873724,39331.83289,64.56691834,
2/1/14,New Zealand,404.5894366,194202.9296,36.04297562,
2/1/14,Nicaragua,1171.337691,202641.4206,63.83348906,
2/1/14,Niger,211.4326397,338503.6561,28.89675558,
2/1/14,Nigeria,736.5247787,883829.7345,48.29836185,
2/1/14,North Korea,0.176139841,37.34164619,-1.921812461,
2/1/14,North Macedonia,22.60572191,949.44032,16.5276871,
2/1/14,Northern Cyprus,257.3131622,1286.565811,30.89413338,
2/1/14,Norway,0.007894602,11.39191008,4.21317966,
2/1/14,Oman,474.4045943,205891.5939,38.97085096,
2/1/14,Pakistan,169.9679095,222997.8973,21.05351881,
2/1/14,Palestine,181.9510718,1637.559647,27.69414902,
2/1/14,Panama,1221.670111,120945.341,65.63107539,
2/1/14,Papua New Guinea,1213.284465,718264.4034,65.33172471,
2/1/14,Paraguay,1265.372729,718731.71,67.19188327,
2/1/14,Peru,868.4529052,1503291.979,52.0117517,
2/1/14,Philippines,1215.151966,477554.7226,65.3982846,
2/1/14,Poland,0.229117601,150.0720286,12.11183828,
2/1/14,Portugal,135.8308463,22140.42795,25.58285498,
2/1/14,Puerto Rico,1124.803418,16872.05127,62.17155126,
2/1/14,Qatar,449.3527547,6740.291321,38.04602076,
2/1/14,Republic of Serbia,29.3183436,3987.29473,16.5561793,
2/1/14,Republic of the Congo,1303.286176,581265.6344,68.54593462,
2/1/14,Romania,8.0505344,3542.235136,11.2994916,
2/1/14,Russia,0.046313344,2174.596759,-20.70067523,
2/1/14,Rwanda,675.6052187,20943.76178,46.12875797,
2/1/14,Saudi Arabia,249.7222441,681991.4488,29.93518969,
2/1/14,Senegal,470.6558204,122841.1691,38.80913646,
2/1/14,Sierra Leone,1214.467022,119017.7681,65.37382215,
2/1/14,Slovakia,0.937204502,85.28560972,12.76573215,
2/1/14,Slovenia,8.943069511,321.9505024,15.2775188,
2/1/14,Solomon Islands,1463.964307,48310.82214,74.28443886,
2/1/14,Somalia,975.8645452,626505.038,56.85267974,
2/1/14,Somaliland,678.0678022,147140.7131,46.21785766,
2/1/14,South Africa,772.6714143,1398535.26,49.5954763,
2/1/14,South Korea,6.265574325,996.2263176,9.252508523,
2/1/14,South Sudan,620.6013247,507651.8836,44.16117943,
2/1/14,Spain,58.82487992,49942.32305,19.91683865,
2/1/14,Sri Lanka,1188.135341,99803.36865,64.4334056,
2/1/14,Sudan,327.0371284,826749.8606,33.25328401,
2/1/14,Suriname,1259.792134,238100.7133,66.99257577,
2/1/14,Sweden,0.015247288,19.44029236,7.380597114,
2/1/14,Switzerland,0.204708632,17.60494232,7.237211716,
2/1/14,Syria,67.09108887,19791.87122,20.44938158,
2/1/14,Taiwan,417.8209229,21308.86707,36.54486391,
2/1/14,Tajikistan,0.449196416,104.662765,-10.75991853,
2/1/14,Thailand,1046.98287,718230.2489,59.39224531,
2/1/14,The Bahamas,1055.605989,24278.93774,59.70021555,
2/1/14,Togo,1050.788479,85113.86676,59.52815911,
2/1/14,Trinidad and Tobago,1258.509338,12585.09338,66.94676285,
2/1/14,Tunisia,157.7259422,38642.85585,26.91366174,
2/1/14,Turkey,27.4297448,36508.99033,12.43479882,
2/1/14,Turkmenistan,4.293558358,3439.140244,4.519990525,
2/1/14,Uganda,793.3530664,252286.2751,50.33415908,
2/1/14,Ukraine,0.541574942,613.6044092,7.448673992,
2/1/14,United Arab Emirates,459.3672841,52827.23767,38.42843197,
2/1/14,United Kingdom,9.342176757,5044.775449,17.47183948,
2/1/14,United Republic of Tanzania,1010.150858,1229353.594,58.0768163,
2/1/14,United States of America,38.77310752,697915.9354,1.369212552,
2/1/14,Uruguay,1039.288811,283725.8454,59.11745774,
2/1/14,Uzbekistan,0.579860297,463.888238,-2.55450209,
2/1/14,Vanuatu,1398.565847,16782.79016,71.94877815,
2/1/14,Venezuela,1126.765084,1335216.625,62.24161017,
2/1/14,Vietnam,761.4957516,346480.567,49.10235629,
2/1/14,Western Sahara,224.1095799,30927.12202,29.8618042,
2/1/14,Yemen,474.5639593,292805.9629,38.88759559,
2/1/14,Zambia,990.5916646,1002478.765,57.37827371,
2/1/14,Zimbabwe,1010.846775,520586.0894,58.10167059,
2/1/14,eSwatini,962.3700584,25983.99158,56.37035963,
3/1/14,Afghanistan,70.35000585,71616.30595,14.10319238,1018
3/1/14,Albania,75.44745644,3998.715191,20.96237082,
3/1/14,Algeria,181.7185367,620568.8029,27.28016735,
3/1/14,Angola,1092.920338,1812061.921,57.2554949,
3/1/14,Antarctica,0,0,-40.79985889,
3/1/14,Argentina,504.2870085,2249624.345,36.74919184,
3/1/14,Armenia,2.651652141,129.9309549,10.52451654,
3/1/14,Australia,909.2879467,10127649.15,51.32817652,
3/1/14,Austria,19.47364301,3252.098382,14.32832925,
3/1/14,Azerbaijan,48.69211814,7595.97043,18.54134486,
3/1/14,Bangladesh,1094.034069,206772.439,57.29142154,
3/1/14,Belarus,26.79163976,12163.40445,14.94644094,
3/1/14,Belgium,56.44640969,3499.677401,20.66514495,
3/1/14,Belize,1459.432605,42323.54553,69.07847332,
3/1/14,Benin,1283.059676,193742.011,63.38902172,
3/1/14,Bhutan,117.7021576,6826.725142,16.14455881,
3/1/14,Bolivia,1071.031566,1574416.402,55.59450004,
3/1/14,Bosnia and Herzegovina,40.95697656,3727.084867,18.87676275,
3/1/14,Botswana,1052.142589,878539.0621,55.94008358,
3/1/14,Brazil,1405.696729,15982771.8,67.34467147,
3/1/14,Brunei,1603.776655,22452.87317,73.73473249,
3/1/14,Bulgaria,60.74112494,11723.03711,20.44044096,
3/1/14,Burkina Faso,762.8707402,273870.5957,46.6141555,
3/1/14,Burundi,862.8544823,26748.48895,49.83401649,
3/1/14,Cambodia,1491.987028,367028.8088,70.12861374,
3/1/14,Cameroon,1172.62001,702399.3859,59.82645189,
3/1/14,Canada,0.03254346,890.5843358,-17.50140111,
3/1/14,Central African Republic,1196.66655,972889.9054,60.60214668,
3/1/14,Chad,530.0845637,907504.773,38.99950573,
3/1/14,Chile,155.5116034,215539.0824,23.58752443,
3/1/14,China,87.67444652,1338701.124,9.743990339,
3/1/14,Colombia,1350.851553,2031680.735,65.57540715,
3/1/14,Costa Rica,1158.007112,84534.51917,59.35506815,
3/1/14,Croatia,77.76668887,8243.26902,22.34788972,
3/1/14,Cuba,1159.784178,185565.4684,59.4123929,
3/1/14,Cyprus,307.3882126,3073.882126,31.69718723,
3/1/14,Czechia,22.12431419,3672.636156,17.34868671,
3/1/14,Democratic Republic of the Congo,1327.9204,4027582.574,64.83614196,
3/1/14,Denmark,9.215654614,930.781116,17.8513143,
3/1/14,Djibouti,1142.186733,34265.60199,58.84473343,
3/1/14,Dominican Republic,1141.808163,75359.33875,58.83252132,
3/1/14,East Timor,1419.013685,26961.26001,67.77463491,
3/1/14,Ecuador,1114.824773,363432.8761,57.88722643,
3/1/14,Egypt,336.9257159,500671.6138,32.8337201,
3/1/14,El Salvador,1266.910095,36740.39276,62.86806738,
3/1/14,Equatorial Guinea,1455.708612,55316.92725,68.9583427,
3/1/14,Eritrea,898.8718916,143819.5027,50.99954751,
3/1/14,Estonia,0.782692591,86.87887764,10.65002458,
3/1/14,Ethiopia,833.1569421,1245569.628,48.87611854,
3/1/14,Falkland Islands,61.1747819,2263.46693,21.40929923,
3/1/14,Fiji,1540.359131,40049.3374,71.68900358,
3/1/14,Finland,0.002424216,2.484821796,5.859197962,
3/1/14,France,196.2169588,228396.54,25.12411456,
3/1/14,French Southern and Antarctic Lands,25.15401528,603.6963668,18.18509348,
3/1/14,Gabon,1492.726642,525439.7778,70.1524721,
3/1/14,Gambia,815.1843454,15488.50256,48.29626866,
3/1/14,Georgia,25.26254761,2980.980618,13.34327874,
3/1/14,Germany,31.41214383,22805.21642,18.66598516,
3/1/14,Ghana,1477.015282,471167.8748,69.64565405,
3/1/14,Greece,138.3493069,31405.29267,24.97576842,
3/1/14,Greenland,0,0,-28.71670736,
3/1/14,Guatemala,1134.904303,174775.2627,58.61958712,
3/1/14,Guinea,985.3762523,312364.272,53.786331,
3/1/14,Guinea-Bissau,1049.538601,52476.93005,55.85608368,
3/1/14,Guyana,1332.893302,367878.5514,64.99655794,
3/1/14,Haiti,1214.029912,49775.22638,61.16225573,
3/1/14,Honduras,1153.631226,176505.5776,59.21391015,
3/1/14,Hungary,63.12550728,10983.83827,21.38508751,
3/1/14,Iceland,0.088272922,28.95351839,6.419595224,
3/1/14,India,848.9234541,3779407.218,47.76125546,
3/1/14,Indonesia,1489.290009,3544510.22,70.04149815,
3/1/14,Iran,160.4992504,399482.6343,23.90546849,
3/1/14,Iraq,395.6220339,267440.4949,34.47930266,
3/1/14,Ireland,38.32920256,4829.479523,20.01650999,
3/1/14,Israel,360.9923307,12273.73924,33.62181882,
3/1/14,Italy,103.1234018,57645.98163,22.19383704,
3/1/14,Ivory Coast,1441.437156,622700.8513,68.49797244,
3/1/14,Jamaica,1283.81696,19257.25439,63.41345164,
3/1/14,Japan,59.20459672,38956.62464,14.07676962,
3/1/14,Jordan,197.5073335,26663.49003,28.06581845,
3/1/14,Kazakhstan,10.36307506,54831.03012,6.107313513,
3/1/14,Kenya,1185.189832,903114.6522,60.23312932,
3/1/14,Kosovo,29.58351399,621.2537937,18.276976,
3/1/14,Kuwait,552.3924534,12705.02643,39.67396894,
3/1/14,Kyrgyzstan,1.467247014,487.1260085,-0.153447859,
3/1/14,Laos,1085.203071,338583.3581,57.00655059,
3/1/14,Latvia,5.034961195,745.1742568,12.698484,
3/1/14,Lebanon,162.2110835,2595.377337,25.48318183,
3/1/14,Lesotho,330.2091846,13538.57657,32.59270784,
3/1/14,Liberia,1469.02449,192442.2081,69.38788718,
3/1/14,Libya,227.4582369,546127.2268,29.10802822,
3/1/14,Lithuania,14.19036206,2071.792861,14.72223518,
3/1/14,Luxembourg,31.20802164,124.8320866,18.6109643,
3/1/14,Madagascar,1266.239593,1025654.07,62.84643838,
3/1/14,Malawi,1141.187898,166613.433,58.81251306,
3/1/14,Malaysia,1455.90712,637687.3185,68.96474587,
3/1/14,Mali,404.6522686,680625.1158,35.03552614,
3/1/14,Mauritania,370.9373091,542681.2832,33.93589254,
3/1/14,Mexico,541.9833852,1519721.412,38.76728559,
3/1/14,Moldova,41.14236801,2591.969185,19.15781097,
3/1/14,Mongolia,0.133609116,389.4705718,-1.013781983,
3/1/14,Montenegro,41.88219567,1005.172696,17.33363489,
3/1/14,Morocco,260.3835279,232001.7233,29.55680456,
